country,submarket,year,list_type,brand,weekly_reach_pct,outlet_id,domain,notes,source
SWE,,2016,offline,Sydsvenska Dagbladet,5,swe_sydsvenska_dagbladet,,,"DNR 2016, p. 51"
SWE,,2016,offline,Broadcasters/papers from outside Sweden,4,swe_broadcasters_papers_from_outside_sweden,,"generic category, not a single outlet","DNR 2016, p. 51"
SWE,,2016,offline,Uppsala Nya Tidning,2,swe_uppsala_nya_tidning,,,"DNR 2016, p. 51"
SWE,,2016,online,Aftonbladet online,55,swe_aftonbladet,,,"DNR 2016, p. 51"
SWE,,2016,online,Expressen online,38,swe_expressen,,,"DNR 2016, p. 51"
SWE,,2016,online,Dagens Nyheter online,25,swe_dagens_nyheter,,,"DNR 2016, p. 51"
SWE,,2016,online,SR news online,24,swe_sr,,,"DNR 2016, p. 51"
SWE,,2016,online,Svenska Dagbladet online,22,swe_svenska_dagbladet,,,"DNR 2016, p. 51"
SWE,,2016,online,TV4 news online,21,swe_tv4,,,"DNR 2016, p. 51"
SWE,,2016,online,Regional or local paper website,19,swe_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 51"
SWE,,2016,online,Göteborgs-Posten online,16,swe_goteborgs_posten,,,"DNR 2016, p. 51"
SWE,,2016,online,Nyheter 24,16,swe_nyheter_24,,,"DNR 2016, p. 51"
SWE,,2016,online,Dagens Industri online,14,swe_dagens_industri,,,"DNR 2016, p. 51"
SWE,,2016,online,SVT News Online,13,swe_svt,,,"DNR 2016, p. 51"
SWE,,2016,online,Sydsvenska Dagbladet online,10,swe_sydsvenska_dagbladet,,,"DNR 2016, p. 51"
SWE,,2016,online,Metro online,10,swe_metro,,,"DNR 2016, p. 51"
SWE,,2016,online,BBC News online,8,swe_bbc,,,"DNR 2016, p. 51"
SWE,,2016,online,CNN online,7,swe_cnn,,,"DNR 2016, p. 51"
SWE,,2016,online,MSN News,6,swe_msn,,,"DNR 2016, p. 51"
FIN,,2016,offline,Yle News,70,fin_yle,,,"DNR 2016, p. 53"
FIN,,2016,offline,MTV3 News,58,fin_mtv,,,"DNR 2016, p. 53"
FIN,,2016,offline,Regional or local paper,35,fin_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 53"
FIN,,2016,offline,Free city paper,32,fin_free_city_paper,,"generic category, not a single outlet","DNR 2016, p. 53"
FIN,,2016,offline,Helsingin Sanomat,23,fin_helsingin_sanomat,,,"DNR 2016, p. 53"
FIN,,2016,offline,Ilta-Sanomat,22,fin_ilta_sanomat,,,"DNR 2016, p. 53"
FIN,,2016,offline,Iltalehti,19,fin_iltalehti,,,"DNR 2016, p. 53"
FIN,,2016,offline,Commercial radio news,18,fin_commercial_radio,,"generic category, not a single outlet","DNR 2016, p. 53"
FIN,,2016,offline,HSTV news on Channel 4,9,fin_channel_4,,Channel 4 = Nelonen; HSTV = Helsingin Sanomat TV news on Nelonen; merged with Channel 4 news online,"DNR 2016, p. 53"
FIN,,2016,offline,Kauppalehti,7,fin_kauppalehti,,,"DNR 2016, p. 53"
FIN,,2016,offline,Foreign TV news channels,4,fin_foreign_tv,,"generic category, not a single outlet","DNR 2016, p. 53"
FIN,,2016,offline,BBC News,4,fin_bbc,,,"DNR 2016, p. 53"
FIN,,2016,offline,CNN,3,fin_cnn,,,"DNR 2016, p. 53"
FIN,,2016,offline,Maaseudun Tulevaisuus,3,fin_maaseudun_tulevaisuus,,,"DNR 2016, p. 53"
FIN,,2016,offline,Hufvudstadsbladet,2,fin_hufvudstadsbladet,,,"DNR 2016, p. 53"
FIN,,2016,offline,Other foreign newspapers,1,fin_foreign_newspaper,,"generic category, not a single outlet","DNR 2016, p. 53"
FIN,,2016,online,Ilta-Sanomat online,60,fin_ilta_sanomat,,,"DNR 2016, p. 53"
FIN,,2016,online,Iltalehti online,58,fin_iltalehti,,,"DNR 2016, p. 53"
FIN,,2016,online,Yle News online,44,fin_yle,,,"DNR 2016, p. 53"
FIN,,2016,online,Helsingin Sanomat online,36,fin_helsingin_sanomat,,,"DNR 2016, p. 53"
FIN,,2016,online,MTV news online,32,fin_mtv,,,"DNR 2016, p. 53"
FIN,,2016,online,Regional or local paper website,26,fin_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 53"
FIN,,2016,online,Taloussanomat online,21,fin_taloussanomat,,,"DNR 2016, p. 53"
FIN,,2016,online,Kauppalehti online,18,fin_kauppalehti,,,"DNR 2016, p. 53"
FIN,,2016,online,Uusi Suomi online,10,fin_uusi_suomi,,,"DNR 2016, p. 53"
FIN,,2016,online,Website of a free city paper,8,fin_free_city_paper,,"generic category, not a single outlet","DNR 2016, p. 53"
FIN,,2016,online,Website of a foreign newspaper,8,fin_foreign_newspaper,,"generic category, not a single outlet","DNR 2016, p. 53"
FIN,,2016,online,Website of foreign TV news,6,fin_foreign_tv,,"generic category, not a single outlet","DNR 2016, p. 53"
FIN,,2016,online,BBC News online,5,fin_bbc,,,"DNR 2016, p. 53"
FIN,,2016,online,MSN News,5,fin_msn,,,"DNR 2016, p. 53"
FIN,,2016,online,Commercial radio online news,5,fin_commercial_radio,,"generic category, not a single outlet","DNR 2016, p. 53"
FIN,,2016,online,Channel 4 news online,4,fin_channel_4,,Channel 4 = Nelonen,"DNR 2016, p. 53"
DNK,,2016,offline,"DR News (inc. P1, P4, etc.)",71,dnk_dr,,,"DNR 2016, p. 55"
DNK,,2016,offline,TV2 News (inc. regional news),64,dnk_tv2,,,"DNR 2016, p. 55"
DNK,,2016,offline,Local free weekly newspaper,21,dnk_local_weekly,,"generic category, not a single outlet","DNR 2016, p. 55"
DNK,,2016,offline,Metroxpres,16,dnk_metroxpress,,printed spelling; same brand as Metroxpress (online list),"DNR 2016, p. 55"
DNK,,2016,offline,Søndagsavisen,14,dnk_sondagsavisen,,,"DNR 2016, p. 55"
DNK,,2016,offline,Local or regional newspaper,14,dnk_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 55"
DNK,,2016,offline,Radio 24syv news,10,dnk_radio24syv,,,"DNR 2016, p. 55"
DNK,,2016,offline,Commercial radio news,9,dnk_commercial_radio,,"generic category, not a single outlet","DNR 2016, p. 55"
DNK,,2016,offline,Politiken,9,dnk_politiken,,,"DNR 2016, p. 55"
DNK,,2016,offline,BT,9,dnk_bt,,,"DNR 2016, p. 55"
DNK,,2016,offline,Jyllandsposten,8,dnk_jyllandsposten,,,"DNR 2016, p. 55"
DNK,,2016,offline,Berlingske,8,dnk_berlingske,,,"DNR 2016, p. 55"
DNK,,2016,offline,Ekstrabladet,8,dnk_ekstrabladet,,,"DNR 2016, p. 55"
DNK,,2016,offline,Børsen,5,dnk_borsen,,,"DNR 2016, p. 55"
DNK,,2016,offline,Fagblade,5,dnk_fagblade,,"generic category, not a single outlet","DNR 2016, p. 55"
DNK,,2016,offline,BBC News,4,dnk_bbc,,,"DNR 2016, p. 55"
DNK,,2016,online,DR News online,49,dnk_dr,,,"DNR 2016, p. 55"
DNK,,2016,online,TV2 news online,44,dnk_tv2,,,"DNR 2016, p. 55"
DNK,,2016,online,EkstraBladet online,32,dnk_ekstrabladet,,,"DNR 2016, p. 55"
DNK,,2016,online,BT online,27,dnk_bt,,,"DNR 2016, p. 55"
DNK,,2016,online,Politiken online,23,dnk_politiken,,,"DNR 2016, p. 55"
DNK,,2016,online,Jyllandsposten online,19,dnk_jyllandsposten,,,"DNR 2016, p. 55"
DNK,,2016,online,Free local weekly paper website,18,dnk_local_weekly,,"generic category, not a single outlet","DNR 2016, p. 55"
DNK,,2016,online,Berlingske online,18,dnk_berlingske,,,"DNR 2016, p. 55"
DNK,,2016,online,Local or regional paper website,15,dnk_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 55"
DNK,,2016,online,Børsen online,11,dnk_borsen,,,"DNR 2016, p. 55"
DNK,,2016,online,Metroxpress,10,dnk_metroxpress,,,"DNR 2016, p. 55"
DNK,,2016,online,Information.dk,9,dnk_information_dk,information.dk,,"DNR 2016, p. 55"
DNK,,2016,online,Dagens.dk,9,dnk_dagens_dk,dagens.dk,,"DNR 2016, p. 55"
DNK,,2016,online,Avisen.dk,8,dnk_avisen_dk,avisen.dk,,"DNR 2016, p. 55"
DNK,,2016,online,Radio24syv news online,8,dnk_radio24syv,,,"DNR 2016, p. 55"
DNK,,2016,online,Sondagsavisen online,7,dnk_sondagsavisen,,,"DNR 2016, p. 55"
BEL,flemish-speaking,2016,offline,VRT News,70,bel_vrt,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,offline,VTM news,41,bel_vtm,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,offline,Het Laatste Nieuws,28,bel_het_laatste_nieuws,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,offline,Het Nieuwsblad,23,bel_het_nieuwsblad,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,offline,Qmusic news,17,bel_qmusic,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,offline,Joe FM news,12,bel_joe_fm,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,offline,Metro,10,bel_metro,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,offline,Nostalgie news,10,bel_nostalgie,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,online,Het Laatste Nieuws online,60,bel_het_laatste_nieuws,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,online,Het Nieuwsblad online,43,bel_het_nieuwsblad,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,online,VTM News online,30,bel_vtm,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,online,De Redactie,29,bel_vrt,,deredactie.be = VRT news site; merged with VRT News; DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,online,De Standaard online,21,bel_de_standaard,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,online,De Morgen online,17,bel_de_morgen,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,online,Het Belang van Limburg online,13,bel_het_belang_van_limburg,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,flemish-speaking,2016,online,Knack.be (incl. trends.knack.be),10,bel_knack_be,knack.be,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,offline,RTBF News,68,bel_rtbf,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,offline,RTL News,60,bel_rtl,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,offline,TF1 news,36,bel_tf1,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,offline,France Télévision news,20,bel_france_television,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,offline,Radio Contact news,16,bel_radio_contact,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,offline,Regional or local newspaper,15,bel_local_newspaper,,"generic category, not a single outlet; DNR reports Flemish-speaking and French-speaking lists separately","DNR 2016, p. 57"
BEL,french-speaking,2016,offline,L’Avenir,14,bel_l_avenir,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,offline,Le Soir,14,bel_le_soir,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,online,RTL news online,47,bel_rtl,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,online,RTBF news online,40,bel_rtbf,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,online,L'Avenir online,31,bel_l_avenir,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,online,La Dernière Heure online,26,bel_la_derniere_heure,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,online,Le Soir,26,bel_le_soir,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,online,7sur7,26,bel_7sur7,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
BEL,french-speaking,2016,online,Regional news websites,14,bel_regional_news_sites,,"generic category, not a single outlet; DNR reports Flemish-speaking and French-speaking lists separately","DNR 2016, p. 57"
BEL,french-speaking,2016,online,MSN News,13,bel_msn,,DNR reports Flemish-speaking and French-speaking lists separately,"DNR 2016, p. 57"
NLD,,2016,offline,NOS News,61,nld_nos,,,"DNR 2016, p. 59"
NLD,,2016,offline,RTL news (inc. RTL Z and EditieNL),35,nld_rtl,,,"DNR 2016, p. 59"
NLD,,2016,offline,A regional or local newspaper,26,nld_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 59"
NLD,,2016,offline,SBS news,23,nld_sbs,,,"DNR 2016, p. 59"
NLD,,2016,offline,Other NPO TV news programmes,21,nld_other_npo_tv_programmes,,"generic category, not a single outlet","DNR 2016, p. 59"
NLD,,2016,offline,De Telegraaf,19,nld_de_telegraaf,,,"DNR 2016, p. 59"
NLD,,2016,offline,Regional radio news,16,nld_regional_radio,,"generic category, not a single outlet","DNR 2016, p. 59"
NLD,,2016,offline,Regional TV news,16,nld_regional_tv,,"generic category, not a single outlet","DNR 2016, p. 59"
NLD,,2016,offline,Algemeen Dagblad,15,nld_algemeen_dagblad,,,"DNR 2016, p. 59"
NLD,,2016,offline,Commercial radio news,15,nld_commercial_radio,,"generic category, not a single outlet","DNR 2016, p. 59"
NLD,,2016,offline,Metro,13,nld_metro,,,"DNR 2016, p. 59"
NLD,,2016,offline,de Volkskrant,8,nld_de_volkskrant,,,"DNR 2016, p. 59"
NLD,,2016,offline,CNN,8,nld_cnn,,,"DNR 2016, p. 59"
NLD,,2016,offline,BBC News,8,nld_bbc,,,"DNR 2016, p. 59"
NLD,,2016,offline,Belgian TV news,5,nld_belgian_tv,,"generic category, not a single outlet","DNR 2016, p. 59"
NLD,,2016,offline,German TV news,5,nld_german_tv,,"generic category, not a single outlet","DNR 2016, p. 59"
NLD,,2016,online,NU.nl,44,nld_nu_nl,nu.nl,,"DNR 2016, p. 59"
NLD,,2016,online,NOS News online,32,nld_nos,,,"DNR 2016, p. 59"
NLD,,2016,online,De Telegraaf online,26,nld_de_telegraaf,,,"DNR 2016, p. 59"
NLD,,2016,online,Algemeen Dagblad online,22,nld_algemeen_dagblad,,,"DNR 2016, p. 59"
NLD,,2016,online,RTL News online,19,nld_rtl,,,"DNR 2016, p. 59"
NLD,,2016,online,Regional or local paper website,17,nld_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 59"
NLD,,2016,online,Regional TV news online,13,nld_regional_tv,,"generic category, not a single outlet","DNR 2016, p. 59"
NLD,,2016,online,de Volkskrant online,9,nld_de_volkskrant,,,"DNR 2016, p. 59"
NLD,,2016,online,MSN News,8,nld_msn,,,"DNR 2016, p. 59"
NLD,,2016,online,Geen Stijl,8,nld_geen_stijl,,,"DNR 2016, p. 59"
NLD,,2016,online,Regional radio news online,7,nld_regional_radio,,"generic category, not a single outlet","DNR 2016, p. 59"
NLD,,2016,online,Metro online,6,nld_metro,,,"DNR 2016, p. 59"
NLD,,2016,online,CNN News online,6,nld_cnn,,,"DNR 2016, p. 59"
NLD,,2016,online,BBC News online,6,nld_bbc,,,"DNR 2016, p. 59"
NLD,,2016,online,SBS news online,6,nld_sbs,,,"DNR 2016, p. 59"
NLD,,2016,online,Website of a free city paper,5,nld_free_city_paper,,"generic category, not a single outlet","DNR 2016, p. 59"
CHE,german-speaking,2016,offline,"SRF News (incl. Tagesschau, radio, etc.)",70,che_srf,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,german-speaking,2016,offline,20 Minuten,50,che_20_minuten,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,german-speaking,2016,offline,Blick (inc. evening and Sunday editions),38,che_blick,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,german-speaking,2016,offline,German commercial TV news (e.g. RTL),28,che_german_commercial_tv,,"generic category, not a single outlet; DNR reports German-speaking and French-speaking lists separately","DNR 2016, p. 61"
CHE,german-speaking,2016,offline,German public TV news (e.g. ARD),26,che_german_public_tv,,"generic category, not a single outlet; DNR reports German-speaking and French-speaking lists separately","DNR 2016, p. 61"
CHE,german-speaking,2016,offline,Other commercial news (e.g. Tele Züri),23,che_other_commercial_tv,,"generic category, not a single outlet; DNR reports German-speaking and French-speaking lists separately","DNR 2016, p. 61"
CHE,german-speaking,2016,offline,A regional or local newspaper,19,che_local_newspaper,,"generic category, not a single outlet; DNR reports German-speaking and French-speaking lists separately","DNR 2016, p. 61"
CHE,german-speaking,2016,offline,Tages Anzeiger,15,che_tages_anzeiger,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,german-speaking,2016,online,20 Minuten online,59,che_20_minuten,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,german-speaking,2016,online,Blick and Blick am Abend online,35,che_blick,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,german-speaking,2016,online,SRF News Online,31,che_srf,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,german-speaking,2016,online,Bluewin news,25,che_bluewin,,listed in both language submarkets; DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,german-speaking,2016,online,Tages Anzeiger online,18,che_tages_anzeiger,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,german-speaking,2016,online,Teletext.ch,16,che_teletext_ch,teletext.ch,listed in both language submarkets; DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,german-speaking,2016,online,Websites of a regional or local newspaper,14,che_local_newspaper,,"generic category, not a single outlet; DNR reports German-speaking and French-speaking lists separately","DNR 2016, p. 61"
CHE,german-speaking,2016,online,NZZ online,12,che_nzz,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,offline,"RTS News (e.g. Le Journa, radio, etc)",75,che_rts,,printed as 'Le Journa' in the DNR (typo); DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,offline,20 Minutes,55,che_20_minutes,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,offline,Le Matin (inc. Sunday edition),46,che_le_matin,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,offline,French commercial TV news (e.g. TF1),38,che_french_commercial_tv,,"generic category, not a single outlet; DNR reports German-speaking and French-speaking lists separately","DNR 2016, p. 61"
CHE,french-speaking,2016,offline,French public TV news,36,che_french_public_tv,,"generic category, not a single outlet; DNR reports German-speaking and French-speaking lists separately","DNR 2016, p. 61"
CHE,french-speaking,2016,offline,24 heures,24,che_24_heures,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,offline,Commercial radio news,19,che_commercial_radio,,"generic category, not a single outlet; DNR reports German-speaking and French-speaking lists separately","DNR 2016, p. 61"
CHE,french-speaking,2016,offline,A regional or local newspaper,17,che_local_newspaper,,"generic category, not a single outlet; DNR reports German-speaking and French-speaking lists separately","DNR 2016, p. 61"
CHE,french-speaking,2016,online,20 Minutes online,59,che_20_minutes,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,online,Le Matin online,35,che_le_matin,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,online,RTS News online,34,che_rts,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,online,24 heures online,29,che_24_heures,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,online,Teletext.ch,25,che_teletext_ch,teletext.ch,listed in both language submarkets; DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,online,Bluewin news,23,che_bluewin,,listed in both language submarkets; DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,online,Tribune de Genève online,16,che_tribune_de_geneve,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
CHE,french-speaking,2016,online,Yahoo News,13,che_yahoo,,DNR reports German-speaking and French-speaking lists separately,"DNR 2016, p. 61"
AUT,,2016,offline,ORF News (inc. radio),81,aut_orf,,,"DNR 2016, p. 63"
AUT,,2016,offline,Kronen Zeitung,42,aut_kronen_zeitung,,,"DNR 2016, p. 63"
AUT,,2016,offline,Puls 4 news,24,aut_puls_4,,,"DNR 2016, p. 63"
AUT,,2016,offline,ZDF news,24,aut_zdf,,,"DNR 2016, p. 63"
AUT,,2016,offline,RTL news,23,aut_rtl,,,"DNR 2016, p. 63"
AUT,,2016,offline,ATV news,21,aut_atv,,,"DNR 2016, p. 63"
AUT,,2016,offline,ServusTV news,19,aut_servustv,,,"DNR 2016, p. 63"
AUT,,2016,offline,ARD news,19,aut_ard,,,"DNR 2016, p. 63"
AUT,,2016,offline,Heute,19,aut_heute,,,"DNR 2016, p. 63"
AUT,,2016,offline,Bezirksblätter,18,aut_bezirksblaetter,,,"DNR 2016, p. 63"
AUT,,2016,offline,Österreich,18,aut_oesterreich,,,"DNR 2016, p. 63"
AUT,,2016,offline,A regional or local newspaper,16,aut_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 63"
AUT,,2016,offline,KroneHit news,14,aut_kronehit,,,"DNR 2016, p. 63"
AUT,,2016,offline,Kurier,13,aut_kurier,,,"DNR 2016, p. 63"
AUT,,2016,offline,Der Standard,12,aut_der_standard,,,"DNR 2016, p. 63"
AUT,,2016,offline,Die Presse,8,aut_die_presse,,,"DNR 2016, p. 63"
AUT,,2016,online,ORF News online,53,aut_orf,,,"DNR 2016, p. 63"
AUT,,2016,online,Kronen Zeitung online,31,aut_kronen_zeitung,,,"DNR 2016, p. 63"
AUT,,2016,online,GMX news,20,aut_gmx,,,"DNR 2016, p. 63"
AUT,,2016,online,Der Standard online,18,aut_der_standard,,,"DNR 2016, p. 63"
AUT,,2016,online,Heute online,14,aut_heute,,,"DNR 2016, p. 63"
AUT,,2016,online,Kurier online,14,aut_kurier,,,"DNR 2016, p. 63"
AUT,,2016,online,meinbezirk.at - woche.at,12,aut_bezirksblaetter,meinbezirk.at,"two portals (meinbezirk.at, woche.at) of Regionalmedien Austria = online presence of Bezirksblätter/Woche; merged with Bezirksblätter","DNR 2016, p. 63"
AUT,,2016,online,OE24,12,aut_oesterreich,,oe24.at = online site of the daily Österreich; merged with Österreich,"DNR 2016, p. 63"
AUT,,2016,online,Die Presse Online,12,aut_die_presse,,,"DNR 2016, p. 63"
AUT,,2016,online,Kleine Zeitung Online,11,aut_kleine_zeitung,,,"DNR 2016, p. 63"
AUT,,2016,online,news.at,10,aut_news_at,news.at,,"DNR 2016, p. 63"
AUT,,2016,online,KroneHit news online,9,aut_kronehit,,,"DNR 2016, p. 63"
AUT,,2016,online,ARD news online,8,aut_ard,,,"DNR 2016, p. 63"
AUT,,2016,online,ZDF news online,8,aut_zdf,,,"DNR 2016, p. 63"
AUT,,2016,online,MSN News,7,aut_msn,,,"DNR 2016, p. 63"
AUT,,2016,online,Yahoo News,6,aut_yahoo,,,"DNR 2016, p. 63"
HUN,,2016,offline,RTL Klub news,57,hun_rtl_klub,,,"DNR 2016, p. 65"
HUN,,2016,offline,TV2 news,41,hun_tv2,,,"DNR 2016, p. 65"
HUN,,2016,offline,MTV news (M1),35,hun_mtv,,,"DNR 2016, p. 65"
HUN,,2016,offline,ATV,30,hun_atv,,,"DNR 2016, p. 65"
HUN,,2016,offline,Hír TV,30,hun_hir_tv,,,"DNR 2016, p. 65"
HUN,,2016,offline,Duna TV news,24,hun_duna_tv,,,"DNR 2016, p. 65"
HUN,,2016,offline,Blikk,18,hun_blikk,,,"DNR 2016, p. 65"
HUN,,2016,offline,HVG,16,hun_hvg,,,"DNR 2016, p. 65"
HUN,,2016,offline,Metropol,15,hun_metropol,,,"DNR 2016, p. 65"
HUN,,2016,offline,A regional or local newspaper,13,hun_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 65"
HUN,,2016,offline,Bors,9,hun_bors,,,"DNR 2016, p. 65"
HUN,,2016,offline,168 óra,8,hun_168_ora,,,"DNR 2016, p. 65"
HUN,,2016,offline,Echo TV,8,hun_echo_tv,,,"DNR 2016, p. 65"
HUN,,2016,offline,Népszabadság,8,hun_nepszabadsag,,,"DNR 2016, p. 65"
HUN,,2016,offline,CNN,7,hun_cnn,,,"DNR 2016, p. 65"
HUN,,2016,offline,Nemzeti Sport,7,hun_nemzeti_sport,,,"DNR 2016, p. 65"
HUN,,2016,online,Origo news,50,hun_origo,,,"DNR 2016, p. 65"
HUN,,2016,online,index.hu,46,hun_index_hu,index.hu,,"DNR 2016, p. 65"
HUN,,2016,online,HVG online,37,hun_hvg,,,"DNR 2016, p. 65"
HUN,,2016,online,MTV news online (hirado.hu),32,hun_mtv,hirado.hu,,"DNR 2016, p. 65"
HUN,,2016,online,ATV online,32,hun_atv,,,"DNR 2016, p. 65"
HUN,,2016,online,24.hu,30,hun_24_hu,24.hu,,"DNR 2016, p. 65"
HUN,,2016,online,444.hu,23,hun_444_hu,444.hu,,"DNR 2016, p. 65"
HUN,,2016,online,Blikk online,21,hun_blikk,,,"DNR 2016, p. 65"
HUN,,2016,online,Website of a regional or local newspaper,18,hun_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 65"
HUN,,2016,online,168 ora online,16,hun_168_ora,,,"DNR 2016, p. 65"
HUN,,2016,online,Népszabadsag online,12,hun_nepszabadsag,,,"DNR 2016, p. 65"
HUN,,2016,online,Bors online,12,hun_bors,,,"DNR 2016, p. 65"
HUN,,2016,online,Metropol online,10,hun_metropol,,,"DNR 2016, p. 65"
HUN,,2016,online,Magyar Nemzet online,10,hun_magyar_nemzet,,,"DNR 2016, p. 65"
HUN,,2016,online,Vilaggazdasag online,10,hun_vilaggazdasag,,,"DNR 2016, p. 65"
HUN,,2016,online,portfolio.hu,10,hun_portfolio_hu,portfolio.hu,,"DNR 2016, p. 65"
CZE,,2016,offline,"Ceska televize news (inc. 1, 2, CT24)",67,cze_ceska_televize,,,"DNR 2016, p. 67"
CZE,,2016,offline,TV Nova news,30,cze_tv_nova,,,"DNR 2016, p. 67"
CZE,,2016,offline,Prima news,27,cze_prima,,,"DNR 2016, p. 67"
CZE,,2016,offline,Mlada Fronta DNES,20,cze_mlada_fronta_dnes,,,"DNR 2016, p. 67"
CZE,,2016,offline,Cesky rozhlas Radiozurnal news,16,cze_cesky_rozhlas_radiozurnal,,Czech Radio station; online counterpart is Rozhlas.cz (cze_cesky_rozhlas),"DNR 2016, p. 67"
CZE,,2016,offline,Blesk,15,cze_blesk,,,"DNR 2016, p. 67"
CZE,,2016,offline,Radio Impuls news,14,cze_radio_impuls,,,"DNR 2016, p. 67"
