country,submarket,year,list_type,brand,weekly_reach_pct,outlet_id,domain,notes,source,brand_type,is_aggregator,domain_valid_from,domain_valid_to,sample_type,fieldwork_start,fieldwork_end,sample_size,human_checked
SWE,single-market,2020,offline,CNN,6,usa_cnn,cnn.com,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",foreign,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,offline,Göteborgs-Posten,5,swe_gp,gp.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,offline,Media from outside country,4,cat_foreign_media,,"Survey aggregate, not a brand - no domain exists. DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",category,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,offline,Dagens Industri,4,swe_di,di.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,offline,Sydsvenska Dagbladet,4,swe_sydsvenskan,sydsvenskan.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,offline,Metro,2,swe_metro,metro.se,"Free daily Metro; the Swedish print edition ceased in August 2019 and the title was wound down thereafter, but the DNR still lists it in 2020 at 2%. UNVERIFIED: metro.se ownership/operation after 2019 not yet checked. DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,offline,Uppsala Nya Tidning,2,swe_unt,unt.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,Aftonbladet online,42,swe_aftonbladet,aftonbladet.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,Expressen online,32,swe_expressen,expressen.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,SVT News online,31,swe_svt,svt.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,TV4 News online,16,swe_tv4,tv4.se,"DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested. DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,Regional/local newspaper website,16,cat_regional_local_press_online,,"Survey aggregate, not a brand - no domain exists. DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",category,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,Dagens Nyheter online,14,swe_dn,dn.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,Nyheter 24 (News 24),13,swe_nyheter24,nyheter24.se,"Nyheter24 (Nyheter24-Gruppen), online-only. UNVERIFIED. DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,SR News online,12,swe_sr,sverigesradio.se,"DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks. DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,Svenska Dagbladet online,12,swe_svd,svd.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,Göteborgs-Posten online,9,swe_gp,gp.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,Dagens Industri online,8,swe_di,di.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,BBC News online,7,gbr_bbc,bbc.co.uk,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",foreign,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,CNN.com,7,usa_cnn,cnn.com,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",foreign,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,MSN News,5,usa_msn,msn.com,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",aggregator,TRUE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,Sydsvenska Dagbladet online,5,swe_sydsvenskan,sydsvenskan.se,"DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",outlet,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2020,online,BuzzFeed News,3,usa_buzzfeed,buzzfeednews.com,"Foreign brand. BuzzFeed News published at buzzfeednews.com from 2018; the site closed in 2023. UNVERIFIED for the 2020 row. DNR 2020 lays the Sweden profile out on a single page with no 'TV, RADIO AND PRINT' / 'ONLINE' chart headings; list_type read from the bar colour and the legend.","DNR 2020, p. 83",foreign,FALSE,,,national,2020-01,2020-02,2091,
SWE,single-market,2021,offline,SVT News (public television),57,swe_svt,svt.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,TV4 News,52,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,SR News (public radio),34,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,Regional or local newspaper,21,cat_regional_local_press,,"Survey aggregate, not a brand - no domain exists.","DNR 2021, p. 105",category,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,Aftonbladet,16,swe_aftonbladet,aftonbladet.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,Expressen,12,swe_expressen,expressen.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,Dagens Nyheter,10,swe_dn,dn.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,CNN,10,usa_cnn,cnn.com,,"DNR 2021, p. 105",foreign,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,BBC News,7,gbr_bbc,bbc.co.uk,,"DNR 2021, p. 105",foreign,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,Svenska Dagbladet,6,swe_svd,svd.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,Göteborgs-Posten,6,swe_gp,gp.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,News media from outside Sweden,4,cat_foreign_media,,"Survey aggregate, not a brand - no domain exists.","DNR 2021, p. 105",category,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,Dagens Industri,4,swe_di,di.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,Sydsvenska Dagbladet,4,swe_sydsvenskan,sydsvenskan.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,Uppsala Nya Tidning,3,swe_unt,unt.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,offline,Helsingsborgs Dagblad,2,swe_hd,hd.se,Helsingborgs Dagblad; DNR 2021 misprints the title as 'Helsingsborgs Dagblad' and the brand string is kept as printed. Part of the Bonnier/Sydsvenskan group since 2014. UNVERIFIED.,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Aftonbladet online,41,swe_aftonbladet,aftonbladet.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,SVT News online,34,swe_svt,svt.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Expressen online,30,swe_expressen,expressen.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,TV4 News online,21,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Regional or local newspaper online,15,cat_regional_local_press_online,,"Survey aggregate, not a brand - no domain exists.","DNR 2021, p. 105",category,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Dagens Nyheter online,13,swe_dn,dn.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Nyheter 24 (News 24),12,swe_nyheter24,nyheter24.se,"Nyheter24 (Nyheter24-Gruppen), online-only. UNVERIFIED.","DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,SR News online,12,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Svenska Dagbladet online,10,swe_svd,svd.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,CNN.com,8,usa_cnn,cnn.com,,"DNR 2021, p. 105",foreign,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Göteborgs-Posten online,8,swe_gp,gp.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,BBC News online,8,gbr_bbc,bbc.co.uk,,"DNR 2021, p. 105",foreign,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Fria Tider,7,swe_friatider,friatider.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Samhällsnytt,7,swe_samhallsnytt,samnytt.se,"Right-wing alternative site; the title has moved host at least once (avpixlat.info -> samhallsnytt.se -> samnytt.se). In 2022 samnytt.se serves 200 with dated article paths while samhallsnytt.se serves 301 plus robots.txt only, so samnytt.se is recorded from 2021 on. UNVERIFIED: no Tier A identity artefact checked yet, and samhallsnytt.se is the likely host for any pre-2021 appearance.","DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Nyheter Idag,7,swe_nyheteridag,nyheteridag.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2021,online,Dagens Industri online,5,swe_di,di.se,,"DNR 2021, p. 105",outlet,FALSE,,,national,2021-01,2021-02,2005,
SWE,single-market,2022,offline,SVT News (public television),56,swe_svt,svt.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,TV4,50,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,SR News (public radio),36,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,Regional or local newspaper,24,cat_regional_local_press,,"Survey aggregate, not a brand - no domain exists.","DNR 2022, p. 105",category,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,Aftonbladet,18,swe_aftonbladet,aftonbladet.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,Expressen,12,swe_expressen,expressen.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,Dagens Nyheter,10,swe_dn,dn.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,Svenska Dagbladet,8,swe_svd,svd.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,CNN,7,usa_cnn,cnn.com,,"DNR 2022, p. 105",foreign,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,BBC News,6,gbr_bbc,bbc.co.uk,,"DNR 2022, p. 105",foreign,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,Dagens Industri,6,swe_di,di.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,Göteborgs-Posten,6,swe_gp,gp.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,Other news media from outside Sweden,6,cat_foreign_media,,"Survey aggregate, not a brand - no domain exists.","DNR 2022, p. 105",category,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,Sydsvenska Dagbladet,6,swe_sydsvenskan,sydsvenskan.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,offline,ETC,2,swe_etc,etc.se,Dagens ETC / ETC group; printed simply as 'ETC'. Domain etc.se. UNVERIFIED.,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Aftonbladet online,45,swe_aftonbladet,aftonbladet.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,SVT News online,36,swe_svt,svt.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Expressen online,31,swe_expressen,expressen.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Regional or local newspaper website,22,cat_regional_local_press_online,,"Survey aggregate, not a brand - no domain exists.","DNR 2022, p. 105",category,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,TV4 News online,21,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Dagens Nyheter online,16,swe_dn,dn.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,SR News online,14,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Nyheter 24 (News 24),13,swe_nyheter24,nyheter24.se,"Nyheter24 (Nyheter24-Gruppen), online-only. UNVERIFIED.","DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Svenska Dagbladet online,11,swe_svd,svd.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Dagens Industri online,9,swe_di,di.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Göteborgs-Posten online,8,swe_gp,gp.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Nyheter Idag,8,swe_nyheteridag,nyheteridag.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,BBC News online,7,gbr_bbc,bbc.co.uk,,"DNR 2022, p. 105",foreign,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Samhällsnytt,7,swe_samhallsnytt,samnytt.se,"Right-wing alternative site; the title has moved host at least once (avpixlat.info -> samhallsnytt.se -> samnytt.se). In 2022 samnytt.se serves 200 with dated article paths while samhallsnytt.se serves 301 plus robots.txt only, so samnytt.se is recorded from 2021 on. UNVERIFIED: no Tier A identity artefact checked yet, and samhallsnytt.se is the likely host for any pre-2021 appearance.","DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2022,online,Fria Tider,6,swe_friatider,friatider.se,,"DNR 2022, p. 105",outlet,FALSE,,,national,2022-01,2022-02,2064,
SWE,single-market,2023,offline,SVT News (public television),53,swe_svt,svt.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,TV4,47,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,SR News (public radio),35,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,Aftonbladet,21,swe_aftonbladet,aftonbladet.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,Regional or local newspaper,20,cat_regional_local_press,,"Survey aggregate, not a brand - no domain exists.","DNR 2023, p. 101",category,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,Expressen,14,swe_expressen,expressen.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,Dagens Nyheter,10,swe_dn,dn.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,Svenska Dagbladet,9,swe_svd,svd.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,CNN,7,usa_cnn,cnn.com,,"DNR 2023, p. 101",foreign,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,BBC News,7,gbr_bbc,bbc.co.uk,,"DNR 2023, p. 101",foreign,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,Dagens Industri,6,swe_di,di.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,Göteborgs-Posten,6,swe_gp,gp.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,Other news media from outside Sweden,5,cat_foreign_media,,"Survey aggregate, not a brand - no domain exists.","DNR 2023, p. 101",category,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,Sydsvenska Dagbladet,5,swe_sydsvenskan,sydsvenskan.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,offline,ETC,3,swe_etc,etc.se,Dagens ETC / ETC group; printed simply as 'ETC'. Domain etc.se. UNVERIFIED.,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Aftonbladet online,47,swe_aftonbladet,aftonbladet.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,SVT News online,33,swe_svt,svt.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Expressen online,32,swe_expressen,expressen.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Regional or local newspaper website,19,cat_regional_local_press_online,,"Survey aggregate, not a brand - no domain exists.","DNR 2023, p. 101",category,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,TV4 News online,18,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Dagens Nyheter online,16,swe_dn,dn.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Nyheter 24 (News 24),14,swe_nyheter24,nyheter24.se,"Nyheter24 (Nyheter24-Gruppen), online-only. UNVERIFIED.","DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,SR Nyheter online,12,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Svenska Dagbladet online,12,swe_svd,svd.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Dagens Industri online,9,swe_di,di.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Göteborgs-Posten online,9,swe_gp,gp.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,BBC News online,8,gbr_bbc,bbc.co.uk,,"DNR 2023, p. 101",foreign,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Nyheter Idag,8,swe_nyheteridag,nyheteridag.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Fria Tider,6,swe_friatider,friatider.se,,"DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,Samhällsnytt,6,swe_samhallsnytt,samnytt.se,"Right-wing alternative site; the title has moved host at least once (avpixlat.info -> samhallsnytt.se -> samnytt.se). In 2022 samnytt.se serves 200 with dated article paths while samhallsnytt.se serves 301 plus robots.txt only, so samnytt.se is recorded from 2021 on. UNVERIFIED: no Tier A identity artefact checked yet, and samhallsnytt.se is the likely host for any pre-2021 appearance.","DNR 2023, p. 101",outlet,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2023,online,CNN.com,6,usa_cnn,cnn.com,,"DNR 2023, p. 101",foreign,FALSE,,,national,2023-01,2023-02,2034,
SWE,single-market,2024,offline,SVT News (public television),55,swe_svt,svt.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,TV4,49,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,SR News (public radio),38,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,Regional or local newspaper,25,cat_regional_local_press,,"Survey aggregate, not a brand - no domain exists.","DNR 2024, p. 107",category,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,Aftonbladet,21,swe_aftonbladet,aftonbladet.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,Expressen,14,swe_expressen,expressen.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,Dagens Nyheter,10,swe_dn,dn.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,Svenska Dagbladet,9,swe_svd,svd.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,BBC News,7,gbr_bbc,bbc.co.uk,,"DNR 2024, p. 107",foreign,FALSE,,,national,2024-01,2024-02,2018,
